Date,Area,Mode of Transportation,Difference
11/28/20,Bronx,Transit,63.38428571
11/29/20,Bronx,Transit,63.36642857
11/30/20,Bronx,Transit,62.69857143
12/1/20,Bronx,Transit,62.57714286
12/2/20,Bronx,Transit,62.49071429
12/3/20,Bronx,Transit,62.40071429
12/4/20,Bronx,Transit,61.97071429
12/5/20,Bronx,Transit,60.99214286
12/6/20,Bronx,Transit,60.77714286
12/7/20,Bronx,Transit,60.66571429
12/8/20,Bronx,Transit,60.36071429
12/9/20,Bronx,Transit,60.36142857
12/10/20,Bronx,Transit,61.73142857
12/11/20,Bronx,Transit,62.415
12/12/20,Bronx,Transit,62.61714286
12/13/20,Bronx,Transit,62.73357143
12/14/20,Bronx,Transit,62.94857143
12/15/20,Bronx,Transit,62.845
12/16/20,Bronx,Transit,62.16
12/17/20,Bronx,Transit,61.52571429
12/18/20,Bronx,Transit,61.54285714
12/19/20,Bronx,Transit,61.87285714
12/20/20,Bronx,Transit,61.91071429
12/21/20,Bronx,Transit,62.23357143
12/22/20,Bronx,Transit,62.78785714
12/23/20,Bronx,Transit,63.13357143
12/24/20,Bronx,Transit,62.14785714
12/25/20,Bronx,Transit,59.74928571
12/26/20,Bronx,Transit,59.08071429
12/27/20,Bronx,Transit,58.805
12/28/20,Bronx,Transit,59.17571429
12/29/20,Bronx,Transit,59.30357143
12/30/20,Bronx,Transit,59.96857143
12/31/20,Bronx,Transit,59.77071429
1/1/21,Bronx,Transit,57.86714286
1/2/21,Bronx,Transit,57.25071429
1/3/21,Bronx,Transit,56.72071429
1/4/21,Bronx,Transit,56.24642857
1/5/21,Bronx,Transit,55.54857143
1/6/21,Bronx,Transit,54.99357143
1/7/21,Bronx,Transit,55.85857143
1/8/21,Bronx,Transit,57.86
1/9/21,Bronx,Transit,58.105
1/10/21,Bronx,Transit,57.94285714
1/11/21,Bronx,Transit,57.56928571
1/12/21,Bronx,Transit,57.43785714
1/13/21,Bronx,Transit,57.43071429
1/14/21,Bronx,Transit,58.21714286
1/15/21,Bronx,Transit,59.925
1/16/21,Bronx,Transit,60.36357143
1/17/21,Bronx,Transit,60.77
1/18/21,Bronx,Transit,60.48428571
1/19/21,Bronx,Transit,60.72071429
1/20/21,Bronx,Transit,60.86285714
1/21/21,Bronx,Transit,60.95
1/22/21,Bronx,Transit,61.13857143
1/23/21,Bronx,Transit,61.16571429
1/24/21,Bronx,Transit,61.15857143
1/25/21,Bronx,Transit,61.22214286
1/26/21,Bronx,Transit,60.91
1/27/21,Bronx,Transit,60.93714286
1/28/21,Bronx,Transit,60.85571429
1/29/21,Bronx,Transit,60.56142857
1/30/21,Bronx,Transit,60.26714286
1/31/21,Bronx,Transit,59.74285714
2/1/21,Bronx,Transit,59.19857143
2/2/21,Bronx,Transit,58.76428571
2/3/21,Bronx,Transit,59.06571429
2/4/21,Bronx,Transit,59.33142857
2/5/21,Bronx,Transit,59.54357143
2/6/21,Bronx,Transit,59.75285714
2/7/21,Bronx,Transit,59.45714286
2/8/21,Bronx,Transit,59.66142857
2/9/21,Bronx,Transit,60.01785714
2/10/21,Bronx,Transit,60.22357143
2/11/21,Bronx,Transit,60.72357143
2/12/21,Bronx,Transit,61.67785714
2/13/21,Bronx,Transit,62.36357143
2/14/21,Bronx,Transit,63.275
2/15/21,Bronx,Transit,63.65071429
2/16/21,Bronx,Transit,64.24142857
2/17/21,Bronx,Transit,64.335
2/18/21,Bronx,Transit,63.31785714
2/19/21,Bronx,Transit,62.93642857
2/20/21,Bronx,Transit,63.04357143
2/21/21,Bronx,Transit,63.58071429
2/22/21,Bronx,Transit,63.47857143
2/23/21,Bronx,Transit,63.90214286
2/24/21,Bronx,Transit,64.35357143
2/25/21,Bronx,Transit,64.50142857
2/26/21,Bronx,Transit,64.49857143
2/27/21,Bronx,Transit,64.31285714
2/28/21,Bronx,Transit,64.09
3/1/21,Bronx,Transit,64.90214286
3/2/21,Bronx,Transit,64.98357143
3/3/21,Bronx,Transit,65.28357143
3/4/21,Bronx,Transit,66.46428571
3/5/21,Bronx,Transit,67.18785714
3/6/21,Bronx,Transit,67.44285714
3/7/21,Bronx,Transit,67.61357143
3/8/21,Bronx,Transit,67.90285714
3/9/21,Bronx,Transit,68.08714286
3/10/21,Bronx,Transit,68.145
3/11/21,Bronx,Transit,68.44
3/12/21,Bronx,Transit,63.18
3/13/21,Bronx,Transit,63.68714286
3/14/21,Bronx,Transit,63.77642857
3/15/21,Bronx,Transit,63.80785714
3/16/21,Bronx,Transit,63.925
3/17/21,Bronx,Transit,63.88928571
3/18/21,Bronx,Transit,63.77785714
3/19/21,Bronx,Transit,63.89928571
3/20/21,Bronx,Transit,64.33142857
3/21/21,Bronx,Transit,64.72071429
3/22/21,Bronx,Transit,65.36928571
3/23/21,Bronx,Transit,65.73
3/24/21,Bronx,Transit,65.66785714
3/25/21,Bronx,Transit,65.98714286
3/26/21,Bronx,Transit,72.03428571
3/27/21,Bronx,Transit,72.54
3/28/21,Bronx,Transit,72.62285714
3/29/21,Bronx,Transit,73.13714286
3/30/21,Bronx,Transit,73.935
3/31/21,Bronx,Transit,74.24928571
4/1/21,Bronx,Transit,74.80428571
4/2/21,Bronx,Transit,74.74714286
4/3/21,Bronx,Transit,74.93642857
4/4/21,Bronx,Transit,74.98714286
4/5/21,Bronx,Transit,75.11214286
4/6/21,Bronx,Transit,75.425
4/7/21,Bronx,Transit,76.17571429
4/8/21,Bronx,Transit,76.37428571
4/9/21,Bronx,Transit,76.44142857
4/10/21,Bronx,Transit,76.42142857
4/11/21,Bronx,Transit,76.47928571
4/12/21,Bronx,Transit,76.46571429
4/13/21,Bronx,Transit,76.74
4/14/21,Bronx,Transit,77.08571429
4/15/21,Bronx,Transit,76.86928571
4/16/21,Bronx,Transit,77.51642857
4/17/21,Bronx,Transit,78.14142857
4/18/21,Bronx,Transit,78.755
4/19/21,Bronx,Transit,78.91214286
4/20/21,Bronx,Transit,79.39714286
4/21/21,Bronx,Transit,79.035
4/22/21,Bronx,Transit,78.79571429
4/23/21,Bronx,Transit,79.14357143
4/24/21,Bronx,Transit,79.79785714
4/25/21,Bronx,Transit,80.23214286
4/26/21,Bronx,Transit,80.56357143
4/27/21,Bronx,Transit,80.44357143
4/28/21,Bronx,Transit,80.98
4/29/21,Bronx,Transit,81.39785714
4/30/21,Bronx,Transit,81.76928571
5/1/21,Bronx,Transit,81.86714286
5/2/21,Bronx,Transit,81.95642857
5/3/21,Bronx,Transit,81.93071429
5/4/21,Bronx,Transit,81.59214286
5/5/21,Bronx,Transit,81.75285714
5/6/21,Bronx,Transit,82.25214286
5/7/21,Bronx,Transit,82.31857143
5/8/21,Bronx,Transit,81.71642857
5/9/21,Bronx,Transit,81.73571429
5/10/21,Bronx,Transit,81.79357143
5/11/21,Bronx,Transit,82.06571429
5/12/21,Bronx,Transit,82.00142857
5/13/21,Bronx,Transit,83.02642857
5/14/21,Bronx,Transit,83.38214286
5/15/21,Bronx,Transit,83.63785714
5/16/21,Bronx,Transit,83.59285714
1/26/20,Bronx,Walking,96.01071429
1/27/20,Bronx,Walking,95.74571429
1/28/20,Bronx,Walking,95.57071429
1/29/20,Bronx,Walking,95.025
1/30/20,Bronx,Walking,94.73642857
1/31/20,Bronx,Walking,95.16214286
2/1/20,Bronx,Walking,96.82285714
2/2/20,Bronx,Walking,96.74285714
2/3/20,Bronx,Walking,98.09642857
2/4/20,Bronx,Walking,98.23285714
2/5/20,Bronx,Walking,97.98428571
2/6/20,Bronx,Walking,97.49142857
2/7/20,Bronx,Walking,96.42357143
2/8/20,Bronx,Walking,96.95285714
2/9/20,Bronx,Walking,97.28
2/10/20,Bronx,Walking,97.01214286
2/11/20,Bronx,Walking,97.16642857
2/12/20,Bronx,Walking,97.70357143
2/13/20,Bronx,Walking,98.11285714
2/14/20,Bronx,Walking,98.555
2/15/20,Bronx,Walking,98.08285714
2/16/20,Bronx,Walking,98.32785714
2/17/20,Bronx,Walking,97.92714286
2/18/20,Bronx,Walking,98.13
2/19/20,Bronx,Walking,98.76642857
2/20/20,Bronx,Walking,99.07142857
2/21/20,Bronx,Walking,99.51642857
2/22/20,Bronx,Walking,100.3178571
2/23/20,Bronx,Walking,100.6692857
2/24/20,Bronx,Walking,101.3657143
2/25/20,Bronx,Walking,101.35
2/26/20,Bronx,Walking,101.4692857
2/27/20,Bronx,Walking,101.3621429
2/28/20,Bronx,Walking,101.34
2/29/20,Bronx,Walking,102.0942857
3/1/20,Bronx,Walking,102.2071429
3/2/20,Bronx,Walking,103.1271429
3/3/20,Bronx,Walking,103.175
3/4/20,Bronx,Walking,103.5285714
3/5/20,Bronx,Walking,104.2542857
3/6/20,Bronx,Walking,104.5142857
3/7/20,Bronx,Walking,104.5021429
3/8/20,Bronx,Walking,104.8228571
3/9/20,Bronx,Walking,105.5321429
3/10/20,Bronx,Walking,105.9828571
3/11/20,Bronx,Walking,106.0378571
3/12/20,Bronx,Walking,105.7664286
3/13/20,Bronx,Walking,104.9635714
3/14/20,Bronx,Walking,103.7628571
3/15/20,Bronx,Walking,102.9007143
3/16/20,Bronx,Walking,100.6907143
3/17/20,Bronx,Walking,98.48785714
3/18/20,Bronx,Walking,95.72714286
3/19/20,Bronx,Walking,92.91
3/20/20,Bronx,Walking,89.96928571
3/21/20,Bronx,Walking,85.75928571
3/22/20,Bronx,Walking,82.33571429
3/23/20,Bronx,Walking,77.36857143
3/24/20,Bronx,Walking,73.54071429
3/25/20,Bronx,Walking,69.28285714
3/26/20,Bronx,Walking,66.26428571
3/27/20,Bronx,Walking,62.86785714
3/28/20,Bronx,Walking,59.01
3/29/20,Bronx,Walking,56.52928571
3/30/20,Bronx,Walking,54.43928571
3/31/20,Bronx,Walking,52.74428571
4/1/20,Bronx,Walking,51.18785714
4/2/20,Bronx,Walking,49.95428571
4/3/20,Bronx,Walking,48.34428571
4/4/20,Bronx,Walking,47.65071429
4/5/20,Bronx,Walking,47.67571429
4/6/20,Bronx,Walking,48.34428571
4/7/20,Bronx,Walking,48.36285714
4/8/20,Bronx,Walking,48.52642857
4/9/20,Bronx,Walking,48.00642857
4/10/20,Bronx,Walking,47.41857143
4/11/20,Bronx,Walking,47.85571429
4/12/20,Bronx,Walking,47.97428571
4/13/20,Bronx,Walking,47.54928571
4/14/20,Bronx,Walking,47.78714286
4/15/20,Bronx,Walking,47.88071429
4/16/20,Bronx,Walking,48.035
4/17/20,Bronx,Walking,48.52428571
4/18/20,Bronx,Walking,48.55571429
4/19/20,Bronx,Walking,49.08285714
4/20/20,Bronx,Walking,49.44857143
4/21/20,Bronx,Walking,49.39714286
4/22/20,Bronx,Walking,49.98642857
4/23/20,Bronx,Walking,50.80642857
4/24/20,Bronx,Walking,51.24642857
4/25/20,Bronx,Walking,52.085
4/26/20,Bronx,Walking,52.26357143
4/27/20,Bronx,Walking,53.27
4/28/20,Bronx,Walking,54.11928571
4/29/20,Bronx,Walking,54.63428571
4/30/20,Bronx,Walking,54.85357143
5/1/20,Bronx,Walking,55.67071429
5/2/20,Bronx,Walking,57.49785714
5/3/20,Bronx,Walking,58.44285714
5/4/20,Bronx,Walking,59.45285714
5/5/20,Bronx,Walking,61.00642857
5/6/20,Bronx,Walking,61.44142857
5/7/20,Bronx,Walking,62.50357143
5/8/20,Bronx,Walking,63.25
5/9/20,Bronx,Walking,63.75571429
5/10/20,Bronx,Walking,65.10642857
5/11/20,Bronx,Walking,65.16642857
5/12/20,Bronx,Walking,64.24928571
5/13/20,Bronx,Walking,65.05357143
5/14/20,Bronx,Walking,66.55214286
5/15/20,Bronx,Walking,68.175
5/16/20,Bronx,Walking,69.14142857
5/17/20,Bronx,Walking,69.65857143
5/18/20,Bronx,Walking,70.06571429
5/19/20,Bronx,Walking,70.90428571
5/20/20,Bronx,Walking,72.35428571
5/21/20,Bronx,Walking,73.49642857
5/22/20,Bronx,Walking,75.70428571
5/23/20,Bronx,Walking,76.275
5/24/20,Bronx,Walking,77.69785714
5/25/20,Bronx,Walking,79.39785714
5/26/20,Bronx,Walking,82.34214286
5/27/20,Bronx,Walking,83.86071429
5/28/20,Bronx,Walking,84.645
5/29/20,Bronx,Walking,85.01
5/30/20,Bronx,Walking,86.08928571
5/31/20,Bronx,Walking,86.69857143
6/1/20,Bronx,Walking,87.52142857
6/2/20,Bronx,Walking,87.26
6/3/20,Bronx,Walking,86.91642857
6/4/20,Bronx,Walking,87.02642857
6/5/20,Bronx,Walking,86.55357143
6/6/20,Bronx,Walking,88.10285714
6/7/20,Bronx,Walking,88.75785714
6/8/20,Bronx,Walking,90.12285714
6/9/20,Bronx,Walking,91.20928571
6/10/20,Bronx,Walking,92.07857143
6/11/20,Bronx,Walking,92.55928571
6/12/20,Bronx,Walking,94.45
6/13/20,Bronx,Walking,95.475
6/14/20,Bronx,Walking,96.45357143
6/15/20,Bronx,Walking,97.52285714
6/16/20,Bronx,Walking,99.63857143
6/17/20,Bronx,Walking,101.6521429
6/18/20,Bronx,Walking,103.1635714
6/19/20,Bronx,Walking,106.2935714
6/20/20,Bronx,Walking,108.28
6/21/20,Bronx,Walking,108.995
6/22/20,Bronx,Walking,109.8471429
6/23/20,Bronx,Walking,110.9707143
6/24/20,Bronx,Walking,111.9371429
6/25/20,Bronx,Walking,113.655
6/26/20,Bronx,Walking,114.8785714
6/27/20,Bronx,Walking,114.9721429
6/28/20,Bronx,Walking,115.4292857
6/29/20,Bronx,Walking,116.4535714
6/30/20,Bronx,Walking,116.8907143
7/1/20,Bronx,Walking,117.5464286
7/2/20,Bronx,Walking,118.9014286
7/3/20,Bronx,Walking,118.0157143
7/4/20,Bronx,Walking,118.6121429
7/5/20,Bronx,Walking,118.5507143
7/6/20,Bronx,Walking,118.2478571
7/7/20,Bronx,Walking,117.7335714
7/8/20,Bronx,Walking,117.6242857
7/9/20,Bronx,Walking,118.3121429
7/10/20,Bronx,Walking,115.9128571
7/11/20,Bronx,Walking,115.7628571
7/12/20,Bronx,Walking,116.6071429
7/13/20,Bronx,Walking,116.4992857
7/14/20,Bronx,Walking,116.85
7/15/20,Bronx,Walking,117.1014286
7/16/20,Bronx,Walking,116.665
7/17/20,Bronx,Walking,117.2921429
7/18/20,Bronx,Walking,117.4014286
7/19/20,Bronx,Walking,117.6207143
7/20/20,Bronx,Walking,118.2414286
7/21/20,Bronx,Walking,118.3257143
7/22/20,Bronx,Walking,117.8457143
7/23/20,Bronx,Walking,117.2578571
7/24/20,Bronx,Walking,119.3542857
7/25/20,Bronx,Walking,121.4142857
7/26/20,Bronx,Walking,121.1435714
7/27/20,Bronx,Walking,121.1364286
7/28/20,Bronx,Walking,121.07
7/29/20,Bronx,Walking,121.4235714
7/30/20,Bronx,Walking,121.405
7/31/20,Bronx,Walking,121.7071429
8/1/20,Bronx,Walking,121.9442857
8/2/20,Bronx,Walking,121.7635714
8/3/20,Bronx,Walking,122.0314286
8/4/20,Bronx,Walking,120.8807143
8/5/20,Bronx,Walking,122.4735714
8/6/20,Bronx,Walking,122.68
8/7/20,Bronx,Walking,122.3964286
8/8/20,Bronx,Walking,122.1321429
8/9/20,Bronx,Walking,122.2364286
8/10/20,Bronx,Walking,122.7342857
8/11/20,Bronx,Walking,122.9921429
8/12/20,Bronx,Walking,122.6021429
8/13/20,Bronx,Walking,122.4135714
8/14/20,Bronx,Walking,122.8471429
8/15/20,Bronx,Walking,122.925
8/16/20,Bronx,Walking,122.1707143
8/17/20,Bronx,Walking,122.3664286
8/18/20,Bronx,Walking,124.2971429
8/19/20,Bronx,Walking,123.2692857
8/20/20,Bronx,Walking,123.63
8/21/20,Bronx,Walking,124.6992857
8/22/20,Bronx,Walking,124.8078571
8/23/20,Bronx,Walking,124.8807143
8/24/20,Bronx,Walking,125.0357143
8/25/20,Bronx,Walking,124.8492857
8/26/20,Bronx,Walking,125.3392857
8/27/20,Bronx,Walking,125.3278571
8/28/20,Bronx,Walking,124.9442857
8/29/20,Bronx,Walking,123.6121429
8/30/20,Bronx,Walking,125.6628571
8/31/20,Bronx,Walking,125.5092857
9/1/20,Bronx,Walking,125.1078571
9/2/20,Bronx,Walking,125.3692857
9/3/20,Bronx,Walking,124.8857143
9/4/20,Bronx,Walking,125.1071429
9/5/20,Bronx,Walking,125.07
9/6/20,Bronx,Walking,125.5228571
9/7/20,Bronx,Walking,124.2078571
9/8/20,Bronx,Walking,124.1878571
9/9/20,Bronx,Walking,124.075
9/10/20,Bronx,Walking,123.7357143
9/11/20,Bronx,Walking,124.3285714
9/12/20,Bronx,Walking,125.72
9/13/20,Bronx,Walking,124.5542857
9/14/20,Bronx,Walking,124.4892857
9/15/20,Bronx,Walking,124.3385714
9/16/20,Bronx,Walking,124.0414286
9/17/20,Bronx,Walking,124.1014286
9/18/20,Bronx,Walking,123.425
9/19/20,Bronx,Walking,123.0514286
9/20/20,Bronx,Walking,122.0507143
9/21/20,Bronx,Walking,122.5342857
9/22/20,Bronx,Walking,122.2107143
9/23/20,Bronx,Walking,121.9471429
9/24/20,Bronx,Walking,122.4692857
9/25/20,Bronx,Walking,122.4242857
9/26/20,Bronx,Walking,122.0992857
9/27/20,Bronx,Walking,122.2314286
9/28/20,Bronx,Walking,122.0071429
9/29/20,Bronx,Walking,121.3964286
9/30/20,Bronx,Walking,121.3892857
10/1/20,Bronx,Walking,121.2021429
10/2/20,Bronx,Walking,120.7657143
10/3/20,Bronx,Walking,119.9907143
10/4/20,Bronx,Walking,119.8592857
10/5/20,Bronx,Walking,119.6628571
10/6/20,Bronx,Walking,119.82
10/7/20,Bronx,Walking,119.2385714
10/8/20,Bronx,Walking,118.6435714
10/9/20,Bronx,Walking,118.01
10/10/20,Bronx,Walking,117.5635714
10/11/20,Bronx,Walking,117.025
10/12/20,Bronx,Walking,115.0285714
10/13/20,Bronx,Walking,114.4178571
10/14/20,Bronx,Walking,114.38
10/15/20,Bronx,Walking,114.2464286
10/16/20,Bronx,Walking,112.8014286
10/17/20,Bronx,Walking,112.7035714
10/18/20,Bronx,Walking,112.2992857
10/19/20,Bronx,Walking,112.1378571
10/20/20,Bronx,Walking,111.6542857
10/21/20,Bronx,Walking,111.8492857
10/22/20,Bronx,Walking,111.7878571
10/23/20,Bronx,Walking,111.8728571
10/24/20,Bronx,Walking,111.7021429
10/25/20,Bronx,Walking,111.3578571
10/26/20,Bronx,Walking,112.8914286
10/27/20,Bronx,Walking,113.6607143
10/28/20,Bronx,Walking,113.3457143
10/29/20,Bronx,Walking,112.1735714
10/30/20,Bronx,Walking,112.9257143
10/31/20,Bronx,Walking,113.9228571
11/1/20,Bronx,Walking,113.5885714
11/2/20,Bronx,Walking,113.3721429
11/3/20,Bronx,Walking,114.2192857
11/4/20,Bronx,Walking,113.5485714
11/5/20,Bronx,Walking,113.3807143
11/6/20,Bronx,Walking,112.5992857
11/7/20,Bronx,Walking,112.4192857
11/8/20,Bronx,Walking,112.7728571
11/9/20,Bronx,Walking,112.8457143
11/10/20,Bronx,Walking,112.9135714
11/11/20,Bronx,Walking,112.0964286
11/12/20,Bronx,Walking,111.775
11/13/20,Bronx,Walking,111.0285714
11/14/20,Bronx,Walking,109.4792857
11/15/20,Bronx,Walking,108.9614286
11/16/20,Bronx,Walking,108.7928571
11/17/20,Bronx,Walking,107.2078571
11/18/20,Bronx,Walking,106.73
11/19/20,Bronx,Walking,106.1064286
11/20/20,Bronx,Walking,106.0157143
11/21/20,Bronx,Walking,105.52
11/22/20,Bronx,Walking,104.7428571
11/23/20,Bronx,Walking,104.0907143
11/24/20,Bronx,Walking,103.4821429
11/25/20,Bronx,Walking,104.4014286
11/26/20,Bronx,Walking,103.5078571
11/27/20,Bronx,Walking,102.3407143
11/28/20,Bronx,Walking,101.5
11/29/20,Bronx,Walking,101.6992857
11/30/20,Bronx,Walking,100.7485714
12/1/20,Bronx,Walking,100.7557143
12/2/20,Bronx,Walking,100.8492857
12/3/20,Bronx,Walking,100.7042857
12/4/20,Bronx,Walking,99.89714286
12/5/20,Bronx,Walking,98.655
12/6/20,Bronx,Walking,98.43071429
12/7/20,Bronx,Walking,98.08928571
12/8/20,Bronx,Walking,97.33
12/9/20,Bronx,Walking,96.005
12/10/20,Bronx,Walking,97.17571429
12/11/20,Bronx,Walking,98.58857143
12/12/20,Bronx,Walking,98.93
12/13/20,Bronx,Walking,99.07
12/14/20,Bronx,Walking,99.32214286
12/15/20,Bronx,Walking,99.515
12/16/20,Bronx,Walking,98.41142857
12/17/20,Bronx,Walking,96.26071429
12/18/20,Bronx,Walking,95.84428571
12/19/20,Bronx,Walking,96.32357143
12/20/20,Bronx,Walking,96.32571429
12/21/20,Bronx,Walking,97.19142857
12/22/20,Bronx,Walking,98.35357143
12/23/20,Bronx,Walking,100.0635714
12/24/20,Bronx,Walking,100.2378571
12/25/20,Bronx,Walking,96.79857143
12/26/20,Bronx,Walking,95.40785714
12/27/20,Bronx,Walking,94.71357143
12/28/20,Bronx,Walking,95.43857143
12/29/20,Bronx,Walking,95.32785714
12/30/20,Bronx,Walking,96.80642857
12/31/20,Bronx,Walking,99.69
1/1/21,Bronx,Walking,97.47714286
1/2/21,Bronx,Walking,96.75071429
1/3/21,Bronx,Walking,96.09071429
1/4/21,Bronx,Walking,95.40071429
1/5/21,Bronx,Walking,94.54285714
1/6/21,Bronx,Walking,93.12642857
1/7/21,Bronx,Walking,92.96785714
1/8/21,Bronx,Walking,95.77785714
1/9/21,Bronx,Walking,96.39142857
1/10/21,Bronx,Walking,96.73571429
1/11/21,Bronx,Walking,96.41714286
1/12/21,Bronx,Walking,96.45857143
1/13/21,Bronx,Walking,96.10857143
1/14/21,Bronx,Walking,95.57285714
1/15/21,Bronx,Walking,97.955
1/16/21,Bronx,Walking,98.38357143
1/17/21,Bronx,Walking,98.97785714
1/18/21,Bronx,Walking,98.31142857
1/19/21,Bronx,Walking,98.03928571
1/20/21,Bronx,Walking,97.80642857
1/21/21,Bronx,Walking,97.63
1/22/21,Bronx,Walking,97.93571429
1/23/21,Bronx,Walking,97.965
1/24/21,Bronx,Walking,97.53428571
1/25/21,Bronx,Walking,97.10928571
1/26/21,Bronx,Walking,96.28714286
1/27/21,Bronx,Walking,96.16071429
1/28/21,Bronx,Walking,95.675
1/29/21,Bronx,Walking,95.20285714
1/30/21,Bronx,Walking,95.00785714
1/31/21,Bronx,Walking,94.48928571
2/1/21,Bronx,Walking,91.99357143
2/2/21,Bronx,Walking,90.485
2/3/21,Bronx,Walking,90.67642857
2/4/21,Bronx,Walking,91.03928571
2/5/21,Bronx,Walking,91.43714286
2/6/21,Bronx,Walking,92.08071429
2/7/21,Bronx,Walking,91.76714286
2/8/21,Bronx,Walking,92.19357143
2/9/21,Bronx,Walking,92.76142857
2/10/21,Bronx,Walking,93.14071429
2/11/21,Bronx,Walking,93.675
2/12/21,Bronx,Walking,94.90714286
2/13/21,Bronx,Walking,95.58357143
2/14/21,Bronx,Walking,97.015
2/15/21,Bronx,Walking,98.80071429
2/16/21,Bronx,Walking,100.2257143
2/17/21,Bronx,Walking,100.845
2/18/21,Bronx,Walking,98.63142857
2/19/21,Bronx,Walking,96.85785714
2/20/21,Bronx,Walking,96.30071429
2/21/21,Bronx,Walking,96.93
2/22/21,Bronx,Walking,96.36714286
2/23/21,Bronx,Walking,96.965
2/24/21,Bronx,Walking,97.68071429
2/25/21,Bronx,Walking,98.23857143
2/26/21,Bronx,Walking,98.47928571
2/27/21,Bronx,Walking,98.34857143
2/28/21,Bronx,Walking,97.81142857
3/1/21,Bronx,Walking,99.51071429
3/2/21,Bronx,Walking,100.2985714
3/3/21,Bronx,Walking,100.805
3/4/21,Bronx,Walking,103.2792857
3/5/21,Bronx,Walking,105.2514286
3/6/21,Bronx,Walking,105.8164286
3/7/21,Bronx,Walking,106.29
3/8/21,Bronx,Walking,107.0964286
3/9/21,Bronx,Walking,107.8035714
3/10/21,Bronx,Walking,107.9007143
3/11/21,Bronx,Walking,108.5614286
3/12/21,Bronx,Walking,99.82142857
3/13/21,Bronx,Walking,100.9028571
3/14/21,Bronx,Walking,101.0821429
3/15/21,Bronx,Walking,101.2107143
3/16/21,Bronx,Walking,101.2471429
3/17/21,Bronx,Walking,101.3078571
3/18/21,Bronx,Walking,101.1314286
3/19/21,Bronx,Walking,101.7864286
3/20/21,Bronx,Walking,103.7142857
3/21/21,Bronx,Walking,105.1057143
3/22/21,Bronx,Walking,106.3728571
3/23/21,Bronx,Walking,107.0214286
3/24/21,Bronx,Walking,106.9321429
3/25/21,Bronx,Walking,107.5607143
3/26/21,Bronx,Walking,117.7792857
3/27/21,Bronx,Walking,118.9542857
3/28/21,Bronx,Walking,119.2892857
3/29/21,Bronx,Walking,120.085
3/30/21,Bronx,Walking,121.515
3/31/21,Bronx,Walking,121.7828571
4/1/21,Bronx,Walking,122.9514286
4/2/21,Bronx,Walking,122.6085714
4/3/21,Bronx,Walking,122.4007143
4/4/21,Bronx,Walking,121.8978571
4/5/21,Bronx,Walking,122.0614286
4/6/21,Bronx,Walking,122.3128571
4/7/21,Bronx,Walking,123.425
4/8/21,Bronx,Walking,123.5828571
4/9/21,Bronx,Walking,123.2721429
4/10/21,Bronx,Walking,123.1828571
4/11/21,Bronx,Walking,123.2921429
4/12/21,Bronx,Walking,123.0335714
4/13/21,Bronx,Walking,123.3414286
4/14/21,Bronx,Walking,123.875
4/15/21,Bronx,Walking,123.0828571
4/16/21,Bronx,Walking,124.4307143
4/17/21,Bronx,Walking,124.985
4/18/21,Bronx,Walking,125.7957143
4/19/21,Bronx,Walking,125.6907143
4/20/21,Bronx,Walking,126.2135714
4/21/21,Bronx,Walking,125.1257143
4/22/21,Bronx,Walking,124.0642857
4/23/21,Bronx,Walking,124.35
4/24/21,Bronx,Walking,124.4871429
4/25/21,Bronx,Walking,124.6178571
4/26/21,Bronx,Walking,125.0907143
4/27/21,Bronx,Walking,124.8978571
4/28/21,Bronx,Walking,125.61
4/29/21,Bronx,Walking,126.24
4/30/21,Bronx,Walking,126.1142857
5/1/21,Bronx,Walking,126.365
5/2/21,Bronx,Walking,126.7885714
5/3/21,Bronx,Walking,126.6707143
5/4/21,Bronx,Walking,126.055
5/5/21,Bronx,Walking,126.4271429
5/6/21,Bronx,Walking,127.7285714
5/7/21,Bronx,Walking,127.9257143
5/8/21,Bronx,Walking,127.4585714
5/9/21,Bronx,Walking,128.1028571
5/10/21,Bronx,Walking,128.22
5/11/21,Bronx,Walking,128.2842857
5/12/21,Bronx,Walking,128.2185714
5/13/21,Bronx,Walking,129.9221429
5/14/21,Bronx,Walking,130.8657143
5/15/21,Bronx,Walking,131.4807143
5/16/21,Bronx,Walking,131.2157143
1/26/20,Staten Island,Driving,109.2657143
1/27/20,Staten Island,Driving,109.2414286
1/28/20,Staten Island,Driving,109.3435714
1/29/20,Staten Island,Driving,109.2357143
1/30/20,Staten Island,Driving,108.8778571
1/31/20,Staten Island,Driving,108.2692857
2/1/20,Staten Island,Driving,109.28
2/2/20,Staten Island,Driving,108.8928571
2/3/20,Staten Island,Driving,108.8542857
2/4/20,Staten Island,Driving,108.6171429
2/5/20,Staten Island,Driving,108.79
2/6/20,Staten Island,Driving,105.8785714
2/7/20,Staten Island,Driving,105.1892857
2/8/20,Staten Island,Driving,105.6242857
2/9/20,Staten Island,Driving,105.6642857
2/10/20,Staten Island,Driving,105.9957143
2/11/20,Staten Island,Driving,106.4835714
2/12/20,Staten Island,Driving,106.6514286
2/13/20,Staten Island,Driving,107.2714286
2/14/20,Staten Island,Driving,108.3771429
2/15/20,Staten Island,Driving,108.4585714
2/16/20,Staten Island,Driving,109.1064286
2/17/20,Staten Island,Driving,109.3892857
2/18/20,Staten Island,Driving,109.8657143
2/19/20,Staten Island,Driving,109.9414286
2/20/20,Staten Island,Driving,110.1585714
