Date,Area,Mode of Transportation,Difference
1/31/20,Manhattan,Transit,96.00357143
2/1/20,Manhattan,Transit,96.37142857
2/2/20,Manhattan,Transit,95.31714286
2/3/20,Manhattan,Transit,95.595
2/4/20,Manhattan,Transit,95.76142857
2/5/20,Manhattan,Transit,95.74571429
2/6/20,Manhattan,Transit,95.79714286
2/7/20,Manhattan,Transit,95.97642857
2/8/20,Manhattan,Transit,96.84928571
2/9/20,Manhattan,Transit,97.09214286
2/10/20,Manhattan,Transit,97.3
2/11/20,Manhattan,Transit,97.65428571
2/12/20,Manhattan,Transit,97.99285714
2/13/20,Manhattan,Transit,98.32928571
2/14/20,Manhattan,Transit,99.18214286
2/15/20,Manhattan,Transit,99.755
2/16/20,Manhattan,Transit,100.95
2/17/20,Manhattan,Transit,101.7185714
2/18/20,Manhattan,Transit,102.0635714
2/19/20,Manhattan,Transit,102.5935714
2/20/20,Manhattan,Transit,103.0042857
2/21/20,Manhattan,Transit,103.2271429
2/22/20,Manhattan,Transit,103.1935714
2/23/20,Manhattan,Transit,102.9721429
2/24/20,Manhattan,Transit,102.9007143
2/25/20,Manhattan,Transit,102.6207143
2/26/20,Manhattan,Transit,102.4121429
2/27/20,Manhattan,Transit,102.0164286
2/28/20,Manhattan,Transit,101.5657143
2/29/20,Manhattan,Transit,101.505
3/1/20,Manhattan,Transit,100.54
3/2/20,Manhattan,Transit,99.88285714
3/3/20,Manhattan,Transit,99.59785714
3/4/20,Manhattan,Transit,99.21928571
3/5/20,Manhattan,Transit,98.89357143
3/6/20,Manhattan,Transit,98.19142857
3/7/20,Manhattan,Transit,97.67142857
3/8/20,Manhattan,Transit,97.42
3/9/20,Manhattan,Transit,97.45357143
3/10/20,Manhattan,Transit,96.80714286
3/11/20,Manhattan,Transit,95.54071429
3/12/20,Manhattan,Transit,92.83428571
3/13/20,Manhattan,Transit,88.26142857
3/14/20,Manhattan,Transit,83.18071429
3/15/20,Manhattan,Transit,79.19214286
3/16/20,Manhattan,Transit,74.59928571
3/17/20,Manhattan,Transit,69.415
3/18/20,Manhattan,Transit,63.75
3/19/20,Manhattan,Transit,57.57857143
3/20/20,Manhattan,Transit,50.61571429
3/21/20,Manhattan,Transit,43.21928571
3/22/20,Manhattan,Transit,37.85571429
3/23/20,Manhattan,Transit,32.19714286
3/24/20,Manhattan,Transit,27.07
3/25/20,Manhattan,Transit,22.27214286
3/26/20,Manhattan,Transit,18.54714286
3/27/20,Manhattan,Transit,15.31
3/28/20,Manhattan,Transit,12.48428571
3/29/20,Manhattan,Transit,10.875
3/30/20,Manhattan,Transit,9.792142857
3/31/20,Manhattan,Transit,9.047142857
4/1/20,Manhattan,Transit,8.472857143
4/2/20,Manhattan,Transit,8.039285714
4/3/20,Manhattan,Transit,7.640714286
4/4/20,Manhattan,Transit,7.417857143
4/5/20,Manhattan,Transit,7.324285714
4/6/20,Manhattan,Transit,7.278571429
4/7/20,Manhattan,Transit,7.172142857
4/8/20,Manhattan,Transit,7.095714286
4/9/20,Manhattan,Transit,6.977857143
4/10/20,Manhattan,Transit,6.804285714
4/11/20,Manhattan,Transit,6.774285714
4/12/20,Manhattan,Transit,6.723571429
4/13/20,Manhattan,Transit,6.639285714
4/14/20,Manhattan,Transit,6.627857143
4/15/20,Manhattan,Transit,6.615714286
4/16/20,Manhattan,Transit,6.616428571
4/17/20,Manhattan,Transit,6.599285714
4/18/20,Manhattan,Transit,6.585
4/19/20,Manhattan,Transit,6.608571429
4/20/20,Manhattan,Transit,6.625714286
4/21/20,Manhattan,Transit,6.645714286
4/22/20,Manhattan,Transit,6.685714286
4/23/20,Manhattan,Transit,6.738571429
4/24/20,Manhattan,Transit,6.749285714
4/25/20,Manhattan,Transit,6.798571429
4/26/20,Manhattan,Transit,6.837142857
4/27/20,Manhattan,Transit,6.892142857
4/28/20,Manhattan,Transit,6.954285714
4/29/20,Manhattan,Transit,7.010714286
4/30/20,Manhattan,Transit,7.047857143
5/1/20,Manhattan,Transit,7.150714286
5/2/20,Manhattan,Transit,7.301428571
5/3/20,Manhattan,Transit,7.405
5/4/20,Manhattan,Transit,7.517857143
5/5/20,Manhattan,Transit,7.656428571
5/6/20,Manhattan,Transit,7.753571429
5/7/20,Manhattan,Transit,7.875
5/8/20,Manhattan,Transit,7.958571429
5/9/20,Manhattan,Transit,8.01
5/10/20,Manhattan,Transit,8.077142857
5/11/20,Manhattan,Transit,8.099285714
5/12/20,Manhattan,Transit,8.007142857
5/13/20,Manhattan,Transit,8.113571429
5/14/20,Manhattan,Transit,8.239285714
5/15/20,Manhattan,Transit,8.367142857
5/16/20,Manhattan,Transit,8.46
5/17/20,Manhattan,Transit,8.511428571
5/18/20,Manhattan,Transit,8.592142857
5/19/20,Manhattan,Transit,8.671428571
5/20/20,Manhattan,Transit,8.784285714
5/21/20,Manhattan,Transit,8.882142857
5/22/20,Manhattan,Transit,9.050714286
5/23/20,Manhattan,Transit,9.115714286
5/24/20,Manhattan,Transit,9.308571429
5/25/20,Manhattan,Transit,9.479285714
5/26/20,Manhattan,Transit,9.834285714
5/27/20,Manhattan,Transit,10.00428571
5/28/20,Manhattan,Transit,10.14142857
5/29/20,Manhattan,Transit,10.25642857
5/30/20,Manhattan,Transit,10.48357143
5/31/20,Manhattan,Transit,10.645
6/1/20,Manhattan,Transit,10.83
6/2/20,Manhattan,Transit,11.13428571
6/3/20,Manhattan,Transit,11.20357143
6/4/20,Manhattan,Transit,11.36428571
6/5/20,Manhattan,Transit,11.48142857
6/6/20,Manhattan,Transit,11.81785714
6/7/20,Manhattan,Transit,11.99857143
6/8/20,Manhattan,Transit,12.38214286
6/9/20,Manhattan,Transit,12.65928571
6/10/20,Manhattan,Transit,12.92214286
6/11/20,Manhattan,Transit,13.15714286
6/12/20,Manhattan,Transit,13.55857143
6/13/20,Manhattan,Transit,13.80142857
6/14/20,Manhattan,Transit,14.03714286
6/15/20,Manhattan,Transit,14.30214286
6/16/20,Manhattan,Transit,14.48428571
6/17/20,Manhattan,Transit,14.92
6/18/20,Manhattan,Transit,15.265
6/19/20,Manhattan,Transit,15.89142857
6/20/20,Manhattan,Transit,16.13928571
6/21/20,Manhattan,Transit,16.28857143
6/22/20,Manhattan,Transit,16.57785714
6/23/20,Manhattan,Transit,16.93357143
6/24/20,Manhattan,Transit,17.33642857
6/25/20,Manhattan,Transit,17.82142857
6/26/20,Manhattan,Transit,18.25928571
6/27/20,Manhattan,Transit,18.49642857
6/28/20,Manhattan,Transit,18.84785714
6/29/20,Manhattan,Transit,19.26928571
6/30/20,Manhattan,Transit,19.61142857
7/1/20,Manhattan,Transit,19.93928571
7/2/20,Manhattan,Transit,20.50928571
7/3/20,Manhattan,Transit,20.49
7/4/20,Manhattan,Transit,20.75285714
7/5/20,Manhattan,Transit,20.98142857
7/6/20,Manhattan,Transit,21.11
7/7/20,Manhattan,Transit,21.27714286
7/8/20,Manhattan,Transit,21.455
7/9/20,Manhattan,Transit,21.84571429
7/10/20,Manhattan,Transit,21.60285714
7/11/20,Manhattan,Transit,21.82214286
7/12/20,Manhattan,Transit,22.12857143
7/13/20,Manhattan,Transit,22.28428571
7/14/20,Manhattan,Transit,22.625
7/15/20,Manhattan,Transit,22.955
7/16/20,Manhattan,Transit,23.05428571
7/17/20,Manhattan,Transit,23.56071429
7/18/20,Manhattan,Transit,24.18214286
7/19/20,Manhattan,Transit,24.62428571
7/20/20,Manhattan,Transit,24.89571429
7/21/20,Manhattan,Transit,25.21857143
7/22/20,Manhattan,Transit,25.34571429
7/23/20,Manhattan,Transit,25.26142857
7/24/20,Manhattan,Transit,25.84928571
7/25/20,Manhattan,Transit,26.57285714
7/26/20,Manhattan,Transit,26.74214286
7/27/20,Manhattan,Transit,26.94642857
7/28/20,Manhattan,Transit,27.04142857
7/29/20,Manhattan,Transit,27.28928571
7/30/20,Manhattan,Transit,27.46642857
7/31/20,Manhattan,Transit,27.66071429
8/1/20,Manhattan,Transit,27.81214286
8/2/20,Manhattan,Transit,27.76642857
8/3/20,Manhattan,Transit,28.04642857
8/4/20,Manhattan,Transit,27.80428571
8/5/20,Manhattan,Transit,28.35142857
8/6/20,Manhattan,Transit,28.73357143
8/7/20,Manhattan,Transit,28.97928571
8/8/20,Manhattan,Transit,29.05214286
8/9/20,Manhattan,Transit,29.29714286
8/10/20,Manhattan,Transit,29.525
8/11/20,Manhattan,Transit,29.79357143
8/12/20,Manhattan,Transit,29.73
8/13/20,Manhattan,Transit,29.68214286
8/14/20,Manhattan,Transit,30.09642857
8/15/20,Manhattan,Transit,30.48071429
8/16/20,Manhattan,Transit,30.44785714
8/17/20,Manhattan,Transit,30.66
8/18/20,Manhattan,Transit,31.37071429
8/19/20,Manhattan,Transit,31.265
8/20/20,Manhattan,Transit,31.635
8/21/20,Manhattan,Transit,32.16857143
8/22/20,Manhattan,Transit,32.48285714
8/23/20,Manhattan,Transit,32.59285714
8/24/20,Manhattan,Transit,32.73928571
8/25/20,Manhattan,Transit,32.86285714
8/26/20,Manhattan,Transit,33.27785714
8/27/20,Manhattan,Transit,33.49357143
8/28/20,Manhattan,Transit,33.56571429
8/29/20,Manhattan,Transit,33.25
8/30/20,Manhattan,Transit,34.07285714
8/31/20,Manhattan,Transit,34.00642857
9/1/20,Manhattan,Transit,33.88428571
9/2/20,Manhattan,Transit,33.94357143
9/3/20,Manhattan,Transit,33.82642857
9/4/20,Manhattan,Transit,34.01
9/5/20,Manhattan,Transit,34.31714286
9/6/20,Manhattan,Transit,34.66357143
9/7/20,Manhattan,Transit,34.70071429
9/8/20,Manhattan,Transit,34.72428571
9/9/20,Manhattan,Transit,34.71642857
9/10/20,Manhattan,Transit,34.72
9/11/20,Manhattan,Transit,35.27142857
9/12/20,Manhattan,Transit,36.31642857
9/13/20,Manhattan,Transit,36.25428571
9/14/20,Manhattan,Transit,36.415
9/15/20,Manhattan,Transit,36.575
9/16/20,Manhattan,Transit,36.78357143
9/17/20,Manhattan,Transit,36.97214286
9/18/20,Manhattan,Transit,37.07285714
9/19/20,Manhattan,Transit,37.54071429
9/20/20,Manhattan,Transit,37.75285714
9/21/20,Manhattan,Transit,37.78
9/22/20,Manhattan,Transit,37.82071429
9/23/20,Manhattan,Transit,37.95785714
9/24/20,Manhattan,Transit,38.38714286
9/25/20,Manhattan,Transit,38.50142857
9/26/20,Manhattan,Transit,38.815
9/27/20,Manhattan,Transit,39.10857143
9/28/20,Manhattan,Transit,39.16142857
9/29/20,Manhattan,Transit,38.94071429
9/30/20,Manhattan,Transit,38.91357143
10/1/20,Manhattan,Transit,39.03357143
10/2/20,Manhattan,Transit,39.17142857
10/3/20,Manhattan,Transit,39.34785714
10/4/20,Manhattan,Transit,39.18214286
10/5/20,Manhattan,Transit,39.17785714
10/6/20,Manhattan,Transit,39.22928571
10/7/20,Manhattan,Transit,39.10357143
10/8/20,Manhattan,Transit,39.23
10/9/20,Manhattan,Transit,39.27071429
10/10/20,Manhattan,Transit,39.41142857
10/11/20,Manhattan,Transit,39.38142857
10/12/20,Manhattan,Transit,39.00214286
10/13/20,Manhattan,Transit,39.05285714
10/14/20,Manhattan,Transit,39.25428571
10/15/20,Manhattan,Transit,39.34642857
10/16/20,Manhattan,Transit,38.87357143
10/17/20,Manhattan,Transit,39.07285714
10/18/20,Manhattan,Transit,39.235
10/19/20,Manhattan,Transit,39.335
10/20/20,Manhattan,Transit,39.35428571
10/21/20,Manhattan,Transit,39.49428571
10/22/20,Manhattan,Transit,39.47285714
10/23/20,Manhattan,Transit,39.55142857
10/24/20,Manhattan,Transit,39.46571429
10/25/20,Manhattan,Transit,39.39142857
10/26/20,Manhattan,Transit,39.67642857
10/27/20,Manhattan,Transit,39.905
10/28/20,Manhattan,Transit,39.74285714
10/29/20,Manhattan,Transit,39.27071429
10/30/20,Manhattan,Transit,39.57571429
10/31/20,Manhattan,Transit,39.40785714
11/1/20,Manhattan,Transit,38.93857143
11/2/20,Manhattan,Transit,38.78642857
11/3/20,Manhattan,Transit,38.35142857
11/4/20,Manhattan,Transit,37.82428571
11/5/20,Manhattan,Transit,37.53714286
11/6/20,Manhattan,Transit,37.23428571
11/7/20,Manhattan,Transit,37.24
11/8/20,Manhattan,Transit,37.42428571
11/9/20,Manhattan,Transit,37.49714286
11/10/20,Manhattan,Transit,37.53785714
11/11/20,Manhattan,Transit,37.32642857
11/12/20,Manhattan,Transit,37.26071429
11/13/20,Manhattan,Transit,37.17214286
11/14/20,Manhattan,Transit,37.135
11/15/20,Manhattan,Transit,37.23357143
11/16/20,Manhattan,Transit,37.19357143
11/17/20,Manhattan,Transit,37.46571429
11/18/20,Manhattan,Transit,37.65785714
11/19/20,Manhattan,Transit,37.56214286
11/20/20,Manhattan,Transit,37.45214286
11/21/20,Manhattan,Transit,36.98785714
11/22/20,Manhattan,Transit,36.475
11/23/20,Manhattan,Transit,36.23071429
11/24/20,Manhattan,Transit,35.95428571
11/25/20,Manhattan,Transit,35.89714286
11/26/20,Manhattan,Transit,34.9
11/27/20,Manhattan,Transit,34.08642857
11/28/20,Manhattan,Transit,32.85
11/29/20,Manhattan,Transit,32.52071429
11/30/20,Manhattan,Transit,32.045
12/1/20,Manhattan,Transit,31.83857143
12/2/20,Manhattan,Transit,31.68571429
12/3/20,Manhattan,Transit,31.58714286
12/4/20,Manhattan,Transit,31.08857143
12/5/20,Manhattan,Transit,30.56071429
12/6/20,Manhattan,Transit,30.80285714
12/7/20,Manhattan,Transit,30.78071429
12/8/20,Manhattan,Transit,30.62142857
12/9/20,Manhattan,Transit,30.53714286
12/10/20,Manhattan,Transit,31.59571429
12/11/20,Manhattan,Transit,32.36285714
12/12/20,Manhattan,Transit,33.01071429
12/13/20,Manhattan,Transit,33.55
12/14/20,Manhattan,Transit,33.73285714
12/15/20,Manhattan,Transit,33.89285714
12/16/20,Manhattan,Transit,33.54214286
12/17/20,Manhattan,Transit,32.93714286
12/18/20,Manhattan,Transit,32.98
12/19/20,Manhattan,Transit,33.01428571
12/20/20,Manhattan,Transit,32.61357143
12/21/20,Manhattan,Transit,32.86357143
12/22/20,Manhattan,Transit,33.15142857
12/23/20,Manhattan,Transit,33.44714286
12/24/20,Manhattan,Transit,32.80428571
12/25/20,Manhattan,Transit,31.105
12/26/20,Manhattan,Transit,29.99142857
12/27/20,Manhattan,Transit,29.32
12/28/20,Manhattan,Transit,29.79214286
12/29/20,Manhattan,Transit,29.90857143
12/30/20,Manhattan,Transit,30.65928571
12/31/20,Manhattan,Transit,31.20928571
1/1/21,Manhattan,Transit,30.295
1/2/21,Manhattan,Transit,30.12357143
1/3/21,Manhattan,Transit,29.76142857
1/4/21,Manhattan,Transit,29.54357143
1/5/21,Manhattan,Transit,29.23928571
1/6/21,Manhattan,Transit,28.83071429
1/7/21,Manhattan,Transit,29.23785714
1/8/21,Manhattan,Transit,30.41357143
1/9/21,Manhattan,Transit,31.125
1/10/21,Manhattan,Transit,31.36642857
1/11/21,Manhattan,Transit,30.97428571
1/12/21,Manhattan,Transit,30.77142857
1/13/21,Manhattan,Transit,30.40214286
1/14/21,Manhattan,Transit,30.465
1/15/21,Manhattan,Transit,31.33642857
1/16/21,Manhattan,Transit,31.60214286
1/17/21,Manhattan,Transit,32.31642857
1/18/21,Manhattan,Transit,32.45071429
1/19/21,Manhattan,Transit,32.50071429
1/20/21,Manhattan,Transit,32.49857143
1/21/21,Manhattan,Transit,32.65571429
1/22/21,Manhattan,Transit,32.94357143
1/23/21,Manhattan,Transit,33.15357143
1/24/21,Manhattan,Transit,33.19642857
1/25/21,Manhattan,Transit,33.26928571
1/26/21,Manhattan,Transit,33.08785714
1/27/21,Manhattan,Transit,33.15714286
1/28/21,Manhattan,Transit,33.11785714
1/29/21,Manhattan,Transit,32.96142857
1/30/21,Manhattan,Transit,32.81642857
1/31/21,Manhattan,Transit,32.31642857
2/1/21,Manhattan,Transit,31.33
2/2/21,Manhattan,Transit,30.89785714
2/3/21,Manhattan,Transit,31.145
2/4/21,Manhattan,Transit,31.33
2/5/21,Manhattan,Transit,31.48142857
2/6/21,Manhattan,Transit,31.93071429
2/7/21,Manhattan,Transit,31.64928571
2/8/21,Manhattan,Transit,31.71928571
2/9/21,Manhattan,Transit,31.89857143
2/10/21,Manhattan,Transit,32.06428571
2/11/21,Manhattan,Transit,32.22642857
2/12/21,Manhattan,Transit,32.98357143
2/13/21,Manhattan,Transit,33.70785714
2/14/21,Manhattan,Transit,34.81
2/15/21,Manhattan,Transit,35.965
2/16/21,Manhattan,Transit,36.61928571
2/17/21,Manhattan,Transit,36.83428571
2/18/21,Manhattan,Transit,36.34142857
2/19/21,Manhattan,Transit,36.25142857
2/20/21,Manhattan,Transit,36.31571429
2/21/21,Manhattan,Transit,36.96642857
2/22/21,Manhattan,Transit,36.88714286
2/23/21,Manhattan,Transit,37.13071429
2/24/21,Manhattan,Transit,37.46214286
2/25/21,Manhattan,Transit,37.82214286
2/26/21,Manhattan,Transit,38.02142857
2/27/21,Manhattan,Transit,37.93642857
2/28/21,Manhattan,Transit,37.32785714
3/1/21,Manhattan,Transit,37.29642857
3/2/21,Manhattan,Transit,37.41857143
3/3/21,Manhattan,Transit,37.72428571
3/4/21,Manhattan,Transit,38.46785714
3/5/21,Manhattan,Transit,39.08071429
3/6/21,Manhattan,Transit,39.39642857
3/7/21,Manhattan,Transit,39.60357143
3/8/21,Manhattan,Transit,40
3/9/21,Manhattan,Transit,40.40428571
3/10/21,Manhattan,Transit,40.55357143
3/11/21,Manhattan,Transit,41.00285714
3/12/21,Manhattan,Transit,37.66785714
3/13/21,Manhattan,Transit,38.37857143
3/14/21,Manhattan,Transit,38.88428571
3/15/21,Manhattan,Transit,39.095
3/16/21,Manhattan,Transit,39.30285714
3/17/21,Manhattan,Transit,39.51142857
3/18/21,Manhattan,Transit,39.61285714
3/19/21,Manhattan,Transit,39.99857143
3/20/21,Manhattan,Transit,40.82714286
3/21/21,Manhattan,Transit,41.51857143
3/22/21,Manhattan,Transit,41.99357143
3/23/21,Manhattan,Transit,42.20928571
3/24/21,Manhattan,Transit,42.17928571
3/25/21,Manhattan,Transit,42.32714286
3/26/21,Manhattan,Transit,46.50071429
3/27/21,Manhattan,Transit,47.46
3/28/21,Manhattan,Transit,47.31785714
3/29/21,Manhattan,Transit,47.86357143
3/30/21,Manhattan,Transit,48.69357143
3/31/21,Manhattan,Transit,48.86571429
4/1/21,Manhattan,Transit,49.52357143
4/2/21,Manhattan,Transit,49.81
4/3/21,Manhattan,Transit,49.68285714
4/4/21,Manhattan,Transit,49.37071429
4/5/21,Manhattan,Transit,49.61214286
4/6/21,Manhattan,Transit,50.15785714
4/7/21,Manhattan,Transit,50.99142857
4/8/21,Manhattan,Transit,51.50714286
4/9/21,Manhattan,Transit,51.79928571
4/10/21,Manhattan,Transit,51.82571429
4/11/21,Manhattan,Transit,52.11428571
4/12/21,Manhattan,Transit,52.02714286
4/13/21,Manhattan,Transit,52.11214286
4/14/21,Manhattan,Transit,52.51785714
4/15/21,Manhattan,Transit,52.46
4/16/21,Manhattan,Transit,53.06
4/17/21,Manhattan,Transit,54.2
4/18/21,Manhattan,Transit,55.20642857
4/19/21,Manhattan,Transit,55.44857143
4/20/21,Manhattan,Transit,55.85
4/21/21,Manhattan,Transit,55.52428571
4/22/21,Manhattan,Transit,55.37642857
4/23/21,Manhattan,Transit,55.935
4/24/21,Manhattan,Transit,56.80428571
4/25/21,Manhattan,Transit,57.32214286
4/26/21,Manhattan,Transit,57.75142857
4/27/21,Manhattan,Transit,57.76714286
4/28/21,Manhattan,Transit,58.31642857
4/29/21,Manhattan,Transit,58.68785714
4/30/21,Manhattan,Transit,59.01571429
5/1/21,Manhattan,Transit,59.27285714
5/2/21,Manhattan,Transit,59.53642857
5/3/21,Manhattan,Transit,59.63
5/4/21,Manhattan,Transit,59.58571429
5/5/21,Manhattan,Transit,60.13
5/6/21,Manhattan,Transit,60.81928571
5/7/21,Manhattan,Transit,61.16428571
5/8/21,Manhattan,Transit,60.46928571
5/9/21,Manhattan,Transit,60.535
5/10/21,Manhattan,Transit,60.83714286
5/11/21,Manhattan,Transit,61.45357143
5/12/21,Manhattan,Transit,61.70357143
5/13/21,Manhattan,Transit,62.94571429
5/14/21,Manhattan,Transit,63.97714286
5/15/21,Manhattan,Transit,64.95785714
5/16/21,Manhattan,Transit,65.42857143
1/26/20,Manhattan,Walking,106.4335714
1/27/20,Manhattan,Walking,105.6221429
1/28/20,Manhattan,Walking,105.4628571
1/29/20,Manhattan,Walking,104.7178571
1/30/20,Manhattan,Walking,104.6242857
1/31/20,Manhattan,Walking,105.3578571
2/1/20,Manhattan,Walking,106.4057143
2/2/20,Manhattan,Walking,104.0828571
2/3/20,Manhattan,Walking,104.935
2/4/20,Manhattan,Walking,105.8835714
2/5/20,Manhattan,Walking,106.2121429
2/6/20,Manhattan,Walking,106.1321429
2/7/20,Manhattan,Walking,105.7014286
2/8/20,Manhattan,Walking,107.4307143
2/9/20,Manhattan,Walking,107.8114286
2/10/20,Manhattan,Walking,107.7664286
2/11/20,Manhattan,Walking,108.18
2/12/20,Manhattan,Walking,108.725
2/13/20,Manhattan,Walking,109.12
2/14/20,Manhattan,Walking,110.5142857
2/15/20,Manhattan,Walking,111.7457143
2/16/20,Manhattan,Walking,115.3985714
2/17/20,Manhattan,Walking,117.0807143
2/18/20,Manhattan,Walking,117.69
2/19/20,Manhattan,Walking,118.8335714
2/20/20,Manhattan,Walking,119.7921429
2/21/20,Manhattan,Walking,120.5328571
2/22/20,Manhattan,Walking,121.3464286
2/23/20,Manhattan,Walking,121.6735714
2/24/20,Manhattan,Walking,122.2264286
2/25/20,Manhattan,Walking,121.855
2/26/20,Manhattan,Walking,121.7578571
2/27/20,Manhattan,Walking,121.5535714
2/28/20,Manhattan,Walking,120.4978571
2/29/20,Manhattan,Walking,119.405
3/1/20,Manhattan,Walking,116.9028571
3/2/20,Manhattan,Walking,115.5964286
3/3/20,Manhattan,Walking,114.9557143
3/4/20,Manhattan,Walking,114.485
3/5/20,Manhattan,Walking,114.4735714
3/6/20,Manhattan,Walking,113.2207143
3/7/20,Manhattan,Walking,112.3864286
3/8/20,Manhattan,Walking,112.3485714
3/9/20,Manhattan,Walking,113.6257143
3/10/20,Manhattan,Walking,114.1542857
3/11/20,Manhattan,Walking,113.4857143
3/12/20,Manhattan,Walking,111.3985714
3/13/20,Manhattan,Walking,106.9564286
3/14/20,Manhattan,Walking,101.2185714
3/15/20,Manhattan,Walking,96.46714286
3/16/20,Manhattan,Walking,91.11642857
3/17/20,Manhattan,Walking,85.475
3/18/20,Manhattan,Walking,78.89428571
3/19/20,Manhattan,Walking,71.57214286
3/20/20,Manhattan,Walking,63.94857143
3/21/20,Manhattan,Walking,54.09428571
3/22/20,Manhattan,Walking,46.81214286
3/23/20,Manhattan,Walking,39.17357143
3/24/20,Manhattan,Walking,32.685
3/25/20,Manhattan,Walking,26.64785714
3/26/20,Manhattan,Walking,21.93428571
3/27/20,Manhattan,Walking,17.59428571
3/28/20,Manhattan,Walking,13.72357143
